URL_Length,Num_Dots,Num_Hyphens,Num_Special_Chars,Num_Subdomains,Has_IP_Address,Has_HTTPS,Domain_Age_Days,Domain_Registration_Length,Has_Suspicious_Words,Num_Redirects,External_Link_Ratio,Image_Link_Ratio,Form_Count,Password_Field_Present,Iframe_Count,Popup_Count,Favicon_External,Domain_Name_Length,URL_Entropy,Is_Phishing
79.0,6.0,3.0,4.0,0,0,1,1.0,288.0,1,5,0.68,0.361,1,0,3,3,1,26.0,4.92,1
48.0,2.0,3.0,5.0,0,0,1,874.0,691.0,1,0,0.388,0.207,1,1,0,1,0,16.0,3.546,0
35.0,2.0,2.0,5.0,0,0,1,1909.0,30.0,0,1,0.365,0.228,3,1,1,0,0,18.0,2.988,0
32.0,1.0,1.0,1.0,0,0,1,777.0,1449.0,0,1,0.0,0.074,2,1,1,0,0,18.0,3.66,0
91.0,4.0,2.0,11.0,3,1,0,1.0,352.0,1,4,0.581,0.4,6,0,4,2,0,26.0,8.916246296352156,1
51.0,3.0,1.0,1.0,0,0,1,1771.0,1020.0,0,1,0.156,0.179,3,0,0,1,0,20.0,4.179,0
22.0,2.0,0.0,2.0,1,0,1,2454.0,1432.0,0,0,0.402,0.104,2,0,1,0,0,6.0,3.598,0
27.0,3.0,2.0,2.0,0,0,1,1518.0,1143.0,0,0,0.187,0.251,2,1,1,0,0,5.0,3.748,0
38.0,2.0,1.0,1.0,1,0,1,1757.0,1005.0,0,2,0.257,0.109,0,1,2,0,0,12.0,3.206,0
48.0,3.0,0.0,6.0,1,1,1,1888.0,1158.0,0,1,0.272,0.129,1,0,2,0,0,19.0,3.449,0
46.0,1.0,1.0,0.0,1,0,1,2004.0,315.0,0,2,0.268,0.102,3,0,0,0,0,3.0,4.165,0
83.0,9.0,6.0,9.0,2,0,0,423.0,218.0,1,0,0.665,0.169,1,1,2,4,0,13.0,4.789,1
96.0,8.0,4.0,7.0,3,0,1,500.0,358.0,1,7,0.601,0.418,5,1,4,4,0,29.0,3.202,1
111.0,4.0,4.0,10.0,3,0,1,43.0,556.0,0,3,0.932,,6,0,0,3,1,38.0,4.937,1
55.0,1.0,1.0,2.0,1,0,1,1028.0,943.0,0,1,0.21,0.395,1,0,1,0,0,9.0,3.997,0
37.0,2.0,,6.0,1,0,1,1823.0,725.0,0,4,0.288,0.097,3,0,1,0,0,19.0,3.178,0
85.0,5.0,3.0,4.0,2,1,0,60.0,30.0,1,5,0.594,0.322,1,1,2,2,1,33.0,3.732,1
42.0,1.0,1.0,5.0,1,0,1,1096.0,709.0,0,2,0.144,0.266,2,0,2,1,0,5.0,3.436,0
34.0,1.0,0.0,3.0,0,0,1,1022.0,380.0,0,3,0.222,0.187,4,0,0,0,0,6.0,3.73,0
52.0,2.0,1.0,3.0,1,0,1,1561.0,119.0,0,0,0.344,0.056,3,0,1,0,0,16.0,2.696,0
43.0,2.0,2.0,,1,0,1,1315.0,676.0,0,1,0.206,0.247,2,0,0,0,0,11.0,2.465,0
43.0,3.0,0.0,3.0,0,1,1,1946.0,672.0,0,0,0.381,0.163,3,0,2,0,0,14.0,3.18,0
40.0,2.0,1.0,2.0,1,0,1,2516.0,896.0,0,0,0.217,0.152,2,0,0,0,0,10.0,3.689,0
103.0,4.0,7.0,15.0,5,0,0,197.0,365.0,0,7,0.522,0.482,7,0,1,5,0,6.0,4.613,1
26.0,1.0,3.0,6.0,1,1,1,981.0,548.0,0,1,0.147,0.108,3,0,0,0,0,13.0,2.731,0
85.0,4.0,4.0,0.0,6,0,1,206.0,455.0,1,5,0.685,0.425,6,0,4,3,1,25.0,3.673,1
82.0,9.0,4.0,10.0,4,1,1,421.0,159.0,1,6,0.564,0.572,3,1,4,1,0,23.0,5.554,1
19.0,2.0,0.0,3.0,1,0,1,1244.0,912.0,0,0,0.16,0.087,2,1,1,1,0,13.0,3.159,0
30.0,9.0,2.0,12.0,1,1,1,341.0,53.0,0,5,0.968,0.523,5,0,6,3,0,30.0,4.559,1
52.0,3.0,0.0,3.0,1,0,1,3002.0,1141.0,0,1,0.306,0.212,1,0,2,1,0,17.0,3.205,0
118.0,3.0,2.0,9.0,0,0,1,489.0,484.0,1,4,0.449,0.64,4,1,3,2,0,39.0,4.023,1
10.0,3.0,1.0,3.0,0,0,1,933.0,755.0,0,1,0.344,0.242,3,1,2,1,0,14.0,2.863,0
98.0,3.0,1.0,9.0,1,1,1,85.0,405.0,1,5,1.0,0.244,6,0,4,3,1,21.0,5.363,1
,1.0,1.0,7.0,1,0,1,1840.0,1165.0,0,0,0.556,0.282,6,1,1,0,0,8.0,3.969,0
65.0,6.0,6.0,5.0,3,1,1,23.0,303.0,1,3,0.785,0.521,5,1,4,2,0,3.0,5.023,1
88.0,5.0,0.0,3.0,2,0,1,157.0,255.0,1,3,0.73,0.455,4,0,4,1,0,20.0,3.32,1
60.0,2.0,2.0,3.0,1,0,1,1274.0,993.0,0,2,0.112,0.29,3,0,2,1,1,4.0,3.37,0
108.94125358103021,3.0,0.0,1.0,2,0,1,1846.0,352.0,0,1,0.222,0.173,0,0,0,0,0,14.0,3.136,0
29.0,6.0,7.0,7.0,1,1,1,1.0,460.0,1,5,0.487,0.517,5,1,5,4,1,20.0,4.856,1
59.0,2.0,1.0,0.0,1,0,1,2219.0,857.0,0,1,0.273,0.21,3,1,1,0,1,13.0,3.343,0
23.0,2.0,1.0,2.0,1,0,1,1688.0,450.0,0,1,0.185,0.367,3,0,2,0,0,15.0,3.906,0
83.0,8.0,0.0,10.0,0,0,1,361.0,168.0,0,3,0.598,0.419,4,0,4,2,1,37.0,3.943,1
135.0,2.0,5.0,11.0,6,1,1,1.0,405.0,1,4,0.511,0.124,0,1,2,1,0,29.0,5.151,1
51.0,2.0,0.0,5.0,1,0,1,1611.0,626.0,1,1,0.328,0.08,1,0,0,0,0,15.0,3.757,0
123.0,6.0,6.0,0.0,5,0,1,365.0,455.0,1,6,0.613,0.476,6,1,7,4,1,33.0,5.508,1
10.0,3.0,1.0,0.0,1,0,1,1484.0,30.0,0,1,0.291,0.255,4,1,1,1,0,15.0,3.885,0
39.0,3.0,1.0,1.0,2,0,1,3099.0,432.0,0,0,0.328,0.356,1,1,2,0,0,14.0,3.484,0
45.0,2.0,0.0,4.0,1,0,1,,418.0,0,2,0.033,0.411,3,0,1,1,0,24.0,3.494,0
85.0,3.0,1.0,8.0,2,1,0,322.0,30.0,1,2,0.579,0.313,2,0,0,4,1,13.0,3.646,1
10.0,3.0,2.0,2.0,1,0,1,720.0,700.0,0,1,0.245,0.303,3,0,1,0,0,14.0,3.429,0
66.0,3.0,4.0,10.0,2,0,1,401.0,195.0,1,5,0.905,0.449,5,0,1,1,1,17.0,4.55,1
102.0,3.0,5.0,8.0,5,0,0,632.0,410.0,0,2,0.938,0.789,6,0,2,3,1,3.0,4.554,1
,4.0,5.0,12.0,3,0,1,476.0,246.0,1,6,0.669,0.456,4,1,0,3,1,3.0,5.514,1
51.0,1.0,2.0,5.0,1,0,1,970.0,697.0,0,2,0.127,0.209,3,1,1,2,0,19.0,3.687,0
30.0,5.0,4.0,6.0,0,0,1,419.0,614.0,1,5,0.632,0.516,0,1,4,2,0,6.0,4.753,0
41.0,3.0,2.0,5.0,0,0,1,2530.0,1071.0,0,1,0.341,0.151,2,1,2,0,0,14.0,3.372,0
111.0,8.0,4.0,7.0,3,1,1,152.0,465.0,0,5,0.868,0.699,2,1,2,4,0,17.0,6.654,1
67.0,4.0,3.0,13.0,1,0,1,114.0,118.0,0,4,0.621,0.369,3,1,4,3,1,23.0,3.657,1
19.0,1.0,1.0,1.0,1,0,1,861.0,1135.0,0,2,0.198,0.178,2,0,0,0,1,15.0,3.382,0
44.0,2.0,4.0,6.0,5,1,0,384.0,378.0,1,4,0.91,0.457,5,1,3,5,0,20.0,4.01,1
70.0,7.0,2.0,10.0,2,1,0,186.0,533.0,0,2,0.689,0.335,7,1,2,3,1,3.0,4.113,1
128.0,5.0,2.0,9.0,3,1,1,204.0,190.0,1,3,0.512,0.594,3,1,5,6,1,13.0,4.007,1
92.0,5.0,3.0,3.0,4,0,1,322.0,359.0,1,5,0.602,0.167,4,1,5,2,1,37.0,3.707,1
55.0,2.0,2.0,2.0,0,0,1,1340.0,284.0,0,1,0.094,0.061,3,0,3,1,0,22.0,3.811,0
34.0,2.0,0.0,5.0,1,1,1,262.0,862.0,0,0,0.164,0.315,2,1,1,0,0,19.0,2.273,0
45.0,6.0,0.0,5.0,1,1,0,450.0,64.0,0,3,0.982,0.506,7,0,2,1,1,6.0,5.226,1
20.0,1.0,2.0,5.0,0,0,1,1042.0,807.0,0,1,0.184,0.137,2,1,1,1,0,15.0,3.968,0
21.0,1.0,1.0,3.0,1,0,1,2151.0,908.0,0,0,0.157,0.382,2,1,0,0,0,9.0,4.022,0
29.0,3.0,1.0,0.0,1,0,1,1796.0,687.0,0,0,0.125,0.108,3,0,1,0,0,10.0,2.536,0
60.0,4.0,2.0,3.0,0,0,1,1243.0,466.0,0,2,0.247,0.214,3,1,1,0,0,10.0,3.732,0
67.0,4.0,3.0,13.0,3,0,1,420.0,201.0,0,1,0.987,0.181,5,1,1,2,0,22.0,4.773,1
73.0,4.0,4.0,14.0,4,0,0,,66.0,1,5,0.376,0.708,4,1,7,1,1,18.0,3.494,1
40.0,4.0,1.0,3.0,1,0,1,2056.0,1152.0,0,2,0.403,0.135,3,0,1,0,0,8.0,4.108,1
44.0,1.0,0.0,3.0,1,0,1,1053.0,798.0,0,3,0.213,0.224,2,1,0,0,0,20.0,4.093,0
10.0,7.0,1.0,17.0,3,0,0,113.0,216.0,1,6,0.763,0.059,5,1,4,1,1,37.0,4.488,1
74.0,3.0,1.0,13.0,1,0,1,280.0,549.0,1,3,0.842,0.205,4,1,0,1,0,10.0,4.652,1
50.0,3.0,1.0,3.0,2,0,1,2479.0,1031.0,0,0,0.302,0.077,1,0,2,0,0,17.0,2.368,0
61.0,8.0,5.0,14.0,3,0,1,536.0,68.0,1,3,0.518,0.216,5,1,0,1,1,27.0,3.656,1
66.0,3.0,1.0,1.0,0,0,1,2159.0,1254.0,0,0,0.218,0.202,2,0,1,0,0,16.0,3.539,0
63.0,1.0,1.0,4.0,1,0,1,1384.0,682.0,0,2,0.107,0.129,2,0,2,1,0,18.0,3.28,1
71.0,1.0,0.0,3.0,2,0,1,2277.0,397.0,0,1,0.353,0.292,1,1,3,0,0,18.0,2.888,0
17.0,5.0,3.0,11.0,4,0,1,537.0,107.0,1,7,0.65,0.231,5,0,3,3,0,24.0,4.897,1
51.0,5.0,5.0,9.0,4,1,1,352.0,390.0,1,0,0.56,0.624,4,0,7,3,1,18.0,3.929,1
31.0,3.0,3.0,8.0,2,0,1,157.0,200.0,1,4,0.729,0.443,3,1,3,1,1,47.0,5.041,1
91.0,4.0,4.0,9.0,6,0,0,256.0,,1,4,0.932,0.365,2,1,1,2,1,15.0,4.689,1
86.0,4.0,,6.0,3,0,1,315.0,159.0,1,3,0.561,0.343,8,0,3,1,1,19.0,4.858,1
89.0,7.0,6.0,6.0,2,0,0,396.0,776.0,1,5,0.91,0.457,4,1,2,2,1,29.0,4.592,1
30.0,1.0,2.0,4.0,0,0,1,1092.0,805.0,0,0,0.333,0.245,3,0,2,0,0,19.0,4.312,0
114.0,1.0,1.0,17.0,2,0,1,492.0,163.0,1,8,0.95,0.424,5,1,3,3,1,33.0,3.149,1
126.0,6.0,0.0,18.0,3,0,1,76.0,59.0,1,0,0.683,0.518,1,1,0,2,1,21.0,4.199,1
10.0,2.0,2.0,14.0,2,1,0,250.0,159.0,1,4,0.79,0.369,6,0,4,4,0,27.0,5.746,1
98.0,3.0,0.0,10.0,2,0,1,44.0,398.0,1,5,0.531,0.662,6,0,5,5,1,26.0,5.183,1
105.0,3.0,5.0,0.0,1,0,0,226.0,528.0,1,7,0.717,0.55,6,0,0,3,0,8.0,4.464,1
49.0,1.0,1.0,4.0,0,0,1,1991.0,420.0,0,1,0.279,0.256,3,0,1,0,1,12.0,4.399,0
69.0,1.0,1.0,6.0,1,0,0,156.0,269.0,1,7,0.714,0.66,7,1,3,2,1,39.0,5.226,1
83.0,3.0,1.0,6.0,5,0,1,518.0,490.0,1,3,0.432,0.427,3,0,1,3,0,12.0,4.696,1
34.0,2.0,2.0,4.0,2,0,1,2068.0,571.0,0,0,0.227,0.193,2,1,0,0,0,13.0,3.987,0
65.0,4.0,1.0,5.0,1,0,1,1539.0,801.0,0,1,0.004,0.11,3,0,1,0,0,17.0,3.685,0
41.0,2.0,1.0,3.0,2,0,1,1829.0,,0,2,0.0,0.209,1,1,2,0,0,9.0,2.229,0
38.0,2.0,1.0,2.0,1,0,1,1337.0,533.0,0,0,0.287,0.237,3,0,2,0,0,13.0,3.296,0
79.0,3.0,3.0,14.0,4,0,1,395.0,217.0,0,8,0.775,0.447,2,0,0,5,1,22.0,5.295,1
60.0,3.0,0.0,1.0,1,0,0,1594.0,636.0,0,1,0.145,0.203,2,0,2,0,0,14.0,2.87,0
86.0,2.0,1.0,7.0,0,0,1,3020.0,542.0,0,0,0.263,0.244,2,0,1,1,1,13.0,3.304,0
54.0,2.0,2.0,6.0,2,0,1,3087.0,692.0,0,1,0.277,0.054,3,0,1,1,0,15.0,3.528,0
23.0,1.0,0.0,4.0,1,0,1,1180.0,641.0,0,1,0.265,0.171,1,1,0,0,0,17.0,3.827,0
81.0,7.0,3.0,10.0,4,0,0,170.0,194.0,1,3,0.683,0.564,6,1,1,5,1,29.0,3.14,1
98.0,4.0,6.0,4.0,6,1,1,224.0,456.0,1,3,0.113,0.451,0,1,0,5,1,20.0,6.244,1
33.0,,2.0,4.0,0,0,1,1145.0,227.0,0,0,0.334,0.28,1,0,0,0,0,10.0,3.31,0
44.0,3.0,1.0,0.0,1,0,1,1736.0,448.0,0,2,,0.306,1,1,2,1,0,18.0,2.985,0
80.0,1.0,2.0,2.0,2,0,1,3092.0,567.0,0,1,0.128,0.206,2,1,0,0,0,10.0,3.688,1
71.0,2.0,0.0,2.0,1,0,1,1883.0,885.0,0,2,0.142,0.036,2,1,0,1,0,15.0,,0
112.0,4.0,5.0,6.0,5,0,1,49.0,199.0,1,1,0.558,0.332,2,1,6,2,0,37.0,9.092926248003328,1
44.0,4.0,1.0,3.0,2,0,1,1504.0,360.0,0,0,0.205,0.089,2,0,1,0,0,13.0,3.189,0
36.0,3.0,2.0,3.0,1,0,1,1279.0,898.0,0,2,0.317,0.327,3,0,2,0,0,18.0,3.66,0
120.0,4.0,0.0,1.0,4,0,0,233.0,442.0,1,5,0.429,0.071,4,1,5,0,0,23.0,5.023,1
93.0,3.0,3.0,9.0,2,1,1,1.0,30.0,0,3,0.65,0.433,1,1,5,2,0,32.0,4.995,1
60.0,1.0,0.0,3.0,1,0,1,615.0,838.0,0,1,0.305,0.307,2,0,1,1,0,14.0,4.363,0
74.0,3.0,1.0,10.0,3,1,1,1.0,403.0,1,2,0.895,0.426,5,0,3,3,1,28.0,4.848,0
73.0,5.0,4.0,,4,1,0,317.0,302.0,1,6,0.447,0.414,7,0,0,5,0,9.0,4.887,1
31.0,2.0,1.0,5.0,2,0,1,2169.0,943.0,0,2,0.105,0.033,3,0,1,1,0,12.0,3.193,0
48.0,1.0,1.0,5.0,0,0,1,511.0,844.0,0,2,0.169,0.157,3,1,0,0,0,22.0,2.76,0
87.0,3.0,3.0,12.0,4,0,1,121.0,424.0,1,6,0.618,0.347,3,0,2,1,0,18.0,5.312,1
43.0,1.0,1.0,0.0,1,0,1,2224.1361895521054,422.0,0,2,0.336,0.054,2,0,3,0,0,14.0,3.232,0
40.0,2.0,2.0,5.0,1,0,1,1751.0,866.0,0,0,0.337,0.14,3,1,2,0,0,19.0,3.743,0
109.0,6.0,5.0,11.0,3,1,1,230.0,113.0,1,2,1.0,0.626,3,1,3,2,0,15.0,4.229,1
25.0,4.0,2.0,7.0,6,1,0,118.0,143.0,0,4,0.63,0.72,2,0,4,2,0,21.0,4.302,1
69.0,3.0,4.0,13.0,3,0,0,100.0,,1,3,0.446,0.294,3,1,0,4,0,35.0,5.031,1
89.0,5.0,5.0,2.0,5,0,0,1.0,30.0,1,5,0.494,0.361,2,0,3,7,1,33.0,4.006,1
106.0,7.0,1.0,0.0,2,0,1,108.0,30.0,1,4,0.824,0.198,2,0,5,3,1,19.0,4.056,1
89.0,5.0,2.0,7.0,3,1,0,169.0,115.0,1,2,0.685,0.757,4,1,3,1,1,15.0,6.377,1
69.0,5.0,7.0,14.0,5,1,1,492.0,342.0,1,1,0.696,0.536,3,1,1,6,0,40.0,6.084,1
60.0,3.0,1.0,0.0,0,0,1,3136.0,1247.0,0,0,0.502,0.1,2,1,1,1,0,24.0,4.029,0
33.0,3.0,1.0,3.0,1,0,1,1693.0,772.0,0,1,0.384,0.178,3,0,1,1,0,15.0,3.824,0
38.0,,2.0,4.0,0,0,1,1907.0,628.0,0,2,0.179,0.177,0,0,0,0,0,10.0,2.995,0
52.0,2.0,0.0,2.0,0,0,1,1961.0,601.0,0,0,0.422,0.338,1,1,2,0,0,16.0,4.352,0
33.0,3.0,1.0,0.0,1,0,1,2299.0,822.0,0,0,0.433,0.277,1,1,2,0,0,9.0,3.248,0
24.0,3.0,1.0,0.0,1,0,1,2471.0,754.0,0,1,0.574,0.373,4,0,2,0,0,10.0,3.83,0
141.0,4.0,,16.0,3,0,1,372.0,185.0,0,7,0.367,0.418,1,1,3,3,1,24.0,2.816,1
119.0,5.0,3.0,11.0,4,0,0,400.0,109.0,0,3,0.296,0.281,5,1,2,2,0,31.0,5.196,1
62.0,1.0,0.0,8.0,4,0,0,1.0,,1,6,0.294,0.7,4,0,3,3,0,40.0,4.967,1
75.0,1.0,3.0,6.0,2,0,1,311.0,30.0,0,0,0.606,0.694,0,1,2,0,0,15.0,3.34,1
83.0,3.0,0.0,4.0,2,0,1,980.0,114.0,0,0,0.371,0.541,1,1,1,0,0,15.0,3.012,0
73.0,4.0,9.0,12.0,5,0,1,696.7796696128448,120.0,1,4,0.554,0.524,4,1,2,3,1,35.0,4.163,1
131.0,3.0,3.0,8.0,2,0,1,64.0,48.0,0,4,0.837,0.769,3,1,2,1,0,27.0,4.821,1
28.0,8.0,6.0,10.0,3,1,1,106.0,532.0,1,4,0.506,0.383,7,0,4,1,0,28.0,5.172,1
71.0,2.0,2.0,9.0,5,0,1,107.0,166.0,1,6,0.906,0.551,5,1,0,2,0,8.0,4.819,1
88.0,6.0,3.0,12.0,4,0,1,198.0,287.0,1,2,0.585,0.467,4,1,5,2,0,25.0,4.748,1
51.0,2.0,1.0,2.0,1,0,1,1223.0,760.0,0,1,0.2,0.093,3,0,1,0,0,18.0,2.218,0
39.0,2.0,3.0,4.0,2,0,1,1927.0,,0,0,0.201,0.156,0,0,0,0,0,19.0,3.623,0
45.0,1.0,0.0,3.0,3,0,1,1629.0,941.0,1,3,0.279,0.027,0,1,1,0,0,15.0,4.041,0
27.0,2.0,0.0,2.0,2,0,0,1265.0,793.0,0,1,0.214,0.212,3,0,0,0,0,11.0,3.929,0
62.0,3.0,0.0,5.0,1,1,1,2616.0,997.0,0,3,0.116,0.189,2,0,1,0,0,17.0,2.406,0
41.0,2.0,0.0,0.0,1,0,1,2170.0,357.0,0,0,0.138,0.396,1,0,2,0,0,19.0,2.608,1
32.0,2.0,0.0,6.0,1,0,1,1950.0,809.0,0,1,0.174,0.215,2,0,1,0,0,18.0,3.08,0
105.0,7.0,4.0,7.0,3,1,0,111.0,335.0,1,0,0.639,0.208,4,0,1,3,0,26.0,4.838,1
47.0,1.0,1.0,3.0,1,0,1,2289.0,1039.0,0,1,0.319,0.365,0,0,0,2,0,17.0,3.537,0
47.0,3.0,1.0,1.0,1,0,1,1838.0,230.0,0,2,0.226,0.488,1,1,1,0,0,10.0,3.743,0
93.0,3.0,6.0,15.0,4,0,0,98.0,95.0,0,4,0.991,0.239,1,0,4,2,0,26.0,5.676,1
50.0,3.0,0.0,2.0,1,1,1,3347.0,1122.0,0,0,0.335,0.208,3,1,1,3,1,14.0,3.551,0
24.0,3.0,2.0,2.0,0,0,1,1799.0,325.0,0,2,0.299,0.16,2,1,2,0,0,14.0,2.463,0
29.0,1.0,0.0,0.0,1,0,1,1837.0,1013.0,0,2,0.285,0.095,2,0,2,0,0,16.0,4.328,0
86.0,2.0,2.0,5.0,1,0,1,2168.0,91.0,0,2,0.536,0.08,2,0,1,0,0,10.0,4.665,0
119.0,5.0,2.0,9.0,1,0,1,1.0,263.0,1,1,0.625,0.516,4,1,2,2,0,15.0,3.973,1
96.0,6.0,4.0,17.0,4,0,1,80.0,401.0,1,4,0.565,0.7,4,1,1,2,1,35.0,5.163,1
,1.0,2.0,2.0,2,0,1,2039.0,666.0,0,4,0.163,0.252,1,0,0,1,0,3.0,2.74,0
27.0,3.0,1.0,3.0,1,0,1,801.0,897.0,0,0,0.209,0.343,2,1,1,0,1,7.0,3.883,0
50.0,1.0,1.0,4.0,0,0,1,998.0,605.0,1,1,0.218,0.124,2,0,2,0,0,22.0,3.251,0
50.0,2.0,1.0,5.0,1,0,1,1624.0,672.0,0,2,0.062,0.166,3,0,0,0,0,19.0,3.183,0
55.0,1.0,0.0,3.0,2,0,1,1439.0,1068.0,0,0,0.333,0.281,3,1,1,1,0,8.0,4.447,0
,1.0,3.0,6.0,5,0,1,394.0,507.0,0,3,,0.616,4,1,3,2,0,31.0,3.96,1
26.0,3.0,0.0,2.0,1,0,1,1368.0,953.0,0,2,0.233,0.313,2,0,1,1,0,12.0,3.744,0
48.0,3.0,0.0,3.0,1,0,1,2770.0,1218.0,0,2,0.179,0.347,3,0,0,0,0,3.0,3.8,1
111.0,2.0,4.0,13.0,3,1,0,470.0,443.0,1,3,0.509,0.269,3,0,4,4,1,19.0,5.199,1
99.0,4.0,3.0,12.0,2,0,1,83.0,129.0,0,2,0.697,0.58,5,1,1,2,1,24.0,5.128,1
25.0,6.0,1.0,7.0,5,0,1,350.0,177.0,1,7,0.649,0.336,5,1,4,2,0,24.0,5.05,1
107.0,2.0,6.0,3.0,0,0,1,443.0,350.0,1,6,0.808,0.437,3,0,2,3,1,18.0,3.782,1
71.0,1.0,1.0,1.0,1,0,1,1901.0,955.0,0,3,0.397,0.245,3,0,2,1,0,10.0,3.305,0
33.0,1.0,1.0,4.0,1,0,1,901.0,857.0,0,0,0.385,0.251,2,0,1,0,0,15.0,3.718,0
106.0,4.0,3.0,9.0,5,0,1,369.0,425.0,0,1,0.51,0.668,4,0,7,3,0,32.0,6.012,1
34.0,3.0,1.0,4.0,0,0,1,2641.0,892.0,0,1,0.181,0.073,3,1,0,0,0,14.0,2.995,0
64.0,2.0,2.0,2.0,1,0,1,2601.0,661.0,0,0,0.144,,3,0,0,0,1,12.0,3.566,0
146.0,2.0,3.0,17.358730293520523,1,0,0,622.0,420.0,1,4,0.28,0.233,2,0,2,2,1,32.0,4.973,1
72.0,4.0,3.0,7.0,3,0,1,570.0,345.0,1,6,0.803,0.246,4,1,3,2,1,18.0,2.851,1
,4.0,4.0,15.0,1,0,1,105.0,30.0,1,4,0.353,0.57,2,1,1,3,1,32.0,5.053,1
71.0,4.0,1.0,3.0,1,0,1,2919.0,866.0,0,0,0.465,0.12,2,0,1,0,1,13.0,3.481,0
22.0,3.0,1.0,3.0,0,0,1,1709.0,456.0,0,2,0.155,0.157,2,1,1,1,1,15.0,3.77,0
38.0,3.0,0.0,5.0,0,0,1,996.0,1115.0,0,0,0.214,0.198,1,1,3,0,0,8.0,3.864,0
175.0,5.0,1.0,13.0,4,0,1,77.0,161.0,1,4,0.334,0.462,4,1,2,4,1,13.0,5.48,1
65.0,3.0,1.0,4.0,1,0,1,2196.0,656.0,0,0,,0.129,2,1,0,0,0,11.0,4.458,0
48.0,2.0,3.0,1.0,1,0,1,1158.0,714.0,0,0,0.368,0.016,3,1,0,1,0,19.0,3.655,0
56.0,5.0,6.0,9.0,3,0,1,232.0,99.0,0,6,0.645,0.408,2,1,1,0,0,17.0,3.803,1
50.0,2.0,0.0,2.0,1,0,1,2835.0,896.0,0,0,0.266,0.226,2,1,0,0,0,17.0,3.077,0
52.0,2.0,0.0,1.0,2,0,1,480.0,877.0,0,1,0.11,0.208,1,0,1,1,0,5.0,3.607,0
18.0,3.0,1.0,5.0,1,0,1,2317.0,1417.0,0,2,0.125,0.0,3,0,1,0,0,12.0,3.249,0
67.0,2.0,1.0,0.0,1,0,1,1384.0,849.0,0,3,0.439,0.148,4,1,1,1,0,9.0,2.877,0
29.0,2.0,0.0,6.0,0,0,1,2129.0,887.0,0,0,0.398,0.343,1,0,2,0,0,9.0,3.361,0
35.0,3.0,0.0,1.0,1,0,1,2166.0,30.0,0,2,0.18,0.158,1,0,1,0,0,20.0,4.19,0
111.0,8.0,3.0,13.0,3,0,0,246.0,370.0,1,4,0.922,0.659,3,0,6,7,0,28.0,4.8,0
41.0,1.0,2.0,4.0,1,0,1,1882.0,1199.0,0,0,0.192,0.234,3,0,0,0,0,10.0,3.753,0
41.0,3.0,2.0,5.0,1,0,1,2908.0,1511.0,0,1,0.361,0.304,2,1,0,1,0,18.0,3.635,0
101.0,7.0,0.0,9.0,3,1,0,27.0,50.0,1,4,0.5,0.583,3,1,2,2,0,37.0,4.846,1
76.0,4.0,2.0,10.0,3,0,1,152.0,30.0,1,6,0.445,0.225,2,0,2,1,0,28.0,4.275,1
84.0,2.0,1.0,5.0,2,0,1,1879.0,755.0,1,3,0.107,0.031,2,0,3,2,0,11.0,3.956,0
29.0,2.0,1.0,3.0,1,0,1,1548.0,904.0,0,0,0.391,0.328,3,0,0,0,0,14.0,3.413,0
19.45900699918552,2.0,2.0,5.0,0,0,1,1223.0,1234.0,0,1,0.359,0.235,3,0,0,0,0,22.0,3.56,0
50.0,3.0,1.0,1.0,1,0,1,1724.0,460.0,0,2,0.158,0.233,2,0,1,1,0,15.0,2.211,0
52.0,1.0,,20.0,3,1,0,122.0,299.0,1,3,0.419,0.568,4,0,2,3,0,29.0,3.801,1
39.0,4.0,2.0,0.0,1,0,0,3244.0,1112.0,0,0,0.199,,3,0,2,0,0,14.0,3.667,0
91.0,4.0,4.0,9.0,1,0,0,538.0,211.0,1,6,0.482,0.177,5,1,1,2,1,15.0,4.049,1
56.0,6.0,2.0,24.0,0,1,1,269.0,332.0,1,6,0.763,0.566,10,0,6,4,0,24.0,5.429,1
82.0,3.0,5.0,0.0,3,0,0,621.0,350.0,1,1,0.629,1.0,4,0,1,2,1,25.0,3.682,1
135.0,5.0,5.0,13.0,2,0,0,256.0,289.0,1,9,,0.792,6,1,4,3,0,16.0,3.677,1
98.0,5.0,3.0,9.0,1,0,1,591.0,562.0,1,5,0.922,0.689,2,0,4,5,1,32.0,5.143,1
33.0,2.0,0.0,6.0,1,0,1,2400.0,763.0,0,1,0.244,0.22,1,1,0,1,0,11.0,3.818,0
136.0,4.0,1.0,14.0,3,0,1,596.0,306.0,1,2,0.301,0.807,1,1,5,1,0,23.0,4.869,1
84.0,6.0,2.0,9.0,1,0,1,659.0,166.0,1,4,0.844,0.292,3,1,4,3,1,22.0,4.651,1
58.0,1.0,6.0,8.0,1,1,0,285.0,477.0,1,1,0.324,0.055,4,1,3,1,1,26.0,5.607,1
10.0,6.0,5.0,13.0,3,0,0,304.0,139.0,0,4,0.727,0.37,3,1,3,2,0,38.0,4.113,1
56.0,3.0,3.0,5.0,2,1,1,36.0,539.0,1,5,0.533,0.505,2,1,7,3,0,31.0,4.384,1
26.0,6.0,2.0,8.0,0,1,1,83.0,41.0,1,2,0.501,0.137,4,1,3,2,0,25.0,5.017,1
60.0,3.0,,2.0,1,0,1,1615.0,,0,1,0.201,0.346,3,1,1,1,0,16.0,3.171,0
